VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee
2,1675097095000000,1675099511000000,1.0,15.36,1.0,N,132,64,1,61.1,2.5,0.5,13.27,0.0,1.0,79.62,0.0,1.25
2,1675097008000000,1675099545000000,1.0,17.83,2.0,N,132,164,1,70.0,5.0,0.5,17.11,6.55,1.0,103.91,2.5,1.25
2,1675095522000000,1675096243000000,1.0,1.6,1.0,N,142,238,1,12.8,2.5,0.5,1.0,0.0,1.0,20.3,2.5,0.0
2,1675096606000000,1675097334000000,2.0,1.84,1.0,N,239,141,2,13.5,2.5,0.5,0.0,0.0,1.0,20.0,2.5,0.0
2,1675097682000000,1675097811000000,1.0,0.62,1.0,N,140,262,1,5.1,2.5,0.5,2.32,0.0,1.0,13.92,2.5,0.0
2,1675094686000000,1675096192000000,1.0,9.97,5.0,Y,132,265,1,65.0,0.0,0.0,0.0,0.0,1.0,67.25,0.0,1.25
2,1675094853000000,1675095822000000,3.0,4.42,1.0,N,162,209,1,22.6,2.5,0.5,5.82,0.0,1.0,34.92,2.5,0.0
2,1675096627000000,1675097763000000,3.0,4.18,1.0,N,88,48,1,22.6,2.5,0.5,5.82,0.0,1.0,34.92,2.5,0.0
2,1675097456000000,1675097823000000,1.0,1.38,1.0,N,229,233,2,8.6,2.5,0.5,0.0,0.0,1.0,15.1,2.5,0.0
2,1675095515000000,1675097873000000,2.0,17.68,2.0,N,132,164,1,70.0,5.0,0.5,17.11,6.55,1.0,103.91,2.5,1.25
2,1675096367000000,1675099183000000,1.0,11.98,1.0,N,132,17,1,56.2,2.5,0.5,12.04,0.0,1.0,73.49,0.0,1.25
1,1675095382000000,1675095570000000,0.0,0.5,1.0,N,116,116,2,5.1,2.5,0.5,0.0,0.0,1.0,9.1,0.0,0.0
1,1675096251000000,1675096913000000,1.0,1.6,1.0,N,152,42,2,12.1,2.5,0.5,0.0,0.0,1.0,16.1,0.0,0.0
2,1675096446000000,1675096732000000,1.0,0.85,1.0,N,238,238,1,7.2,2.5,0.5,2.0,0.0,1.0,15.7,2.5,0.0
1,1675096551000000,1675098887000000,1.0,17.8,2.0,N,132,234,1,70.0,8.75,0.5,17.35,6.55,1.0,104.15,2.5,1.25
2,1675095863000000,1675096375000000,3.0,1.6,1.0,N,142,246,1,10.0,2.5,0.5,3.3,0.0,1.0,19.8,2.5,0.0
2,1675097870000000,1675098538000000,1.0,1.89,1.0,N,161,142,1,12.1,2.5,0.5,3.72,0.0,1.0,22.32,2.5,0.0
1,1675095600000000,1675095866000000,2.0,0.7,1.0,N,90,186,2,5.8,5.0,0.5,0.0,0.0,1.0,12.3,2.5,0.0
1,1675095671000000,1675096459000000,1.0,3.0,1.0,N,142,75,1,16.3,5.0,0.5,6.8,0.0,1.0,29.6,2.5,0.0
2,1675097429000000,1675099794000000,1.0,7.99,1.0,N,43,25,1,41.5,2.5,0.5,5.0,0.0,1.0,53.0,2.5,0.0
2,1675095178000000,1675095620000000,2.0,1.38,1.0,N,161,234,1,9.3,2.5,0.5,3.16,0.0,1.0,18.96,2.5,0.0
2,1675095849000000,1675096043000000,1.0,0.38,1.0,N,164,161,1,5.1,2.5,0.5,2.32,0.0,1.0,13.92,2.5,0.0
2,1675097295000000,1675097882000000,1.0,0.93,1.0,N,162,229,1,10.0,2.5,0.5,3.3,0.0,1.0,19.8,2.5,0.0
2,1675096911000000,1675097201000000,1.0,0.73,1.0,N,161,162,1,6.5,2.5,0.5,1.95,0.0,1.0,14.95,2.5,0.0
1,1675094618000000,1675095080000000,1.0,0.6,1.0,N,161,162,2,7.2,5.0,0.5,0.0,0.0,1.0,13.7,2.5,0.0
2,1675094719000000,1675095262000000,1.0,1.04,1.0,N,234,186,1,10.0,2.5,0.5,3.3,0.0,1.0,19.8,2.5,0.0
2,1675096523000000,1675097349000000,2.0,3.38,1.0,N,186,236,1,17.0,2.5,0.5,1.0,0.0,1.0,24.5,2.5,0.0
2,1675097487000000,1675097740000000,2.0,0.38,1.0,N,237,141,1,5.8,2.5,0.5,2.46,0.0,1.0,14.76,2.5,0.0
2,1675097932000000,1675098929000000,1.0,2.69,1.0,N,140,170,1,17.7,2.5,0.5,3.0,0.0,1.0,27.2,2.5,0.0
1,1675097125000000,1675097324000000,1.0,0.5,1.0,N,238,24,1,5.1,2.5,0.5,3.0,0.0,1.0,12.1,0.0,0.0
1,1675097728000000,1675097981000000,2.0,1.0,1.0,N,238,239,1,6.5,5.0,0.5,2.6,0.0,1.0,15.6,2.5,0.0
2,1675096009000000,1675096928000000,1.0,1.41,1.0,N,162,164,1,14.2,2.5,0.5,4.14,0.0,1.0,24.84,2.5,0.0
2,1675097599000000,1675098304000000,1.0,2.24,1.0,N,68,163,1,14.2,2.5,0.5,4.14,0.0,1.0,24.84,2.5,0.0
2,1675095715000000,1675097163000000,1.0,3.88,1.0,N,237,79,2,24.0,2.5,0.5,0.0,0.0,1.0,30.5,2.5,0.0
2,1675097358000000,1675097579000000,1.0,0.68,1.0,N,79,232,1,5.8,2.5,0.5,3.69,0.0,1.0,15.99,2.5,0.0
1,1675096520000000,1675096762000000,1.0,0.4,1.0,N,237,162,1,5.8,5.0,0.5,1.25,0.0,1.0,13.55,2.5,0.0
1,1675096840000000,1675097113000000,1.0,0.7,1.0,N,162,163,1,6.5,5.0,0.5,2.6,0.0,1.0,15.6,2.5,0.0
1,1675097847000000,1675098520000000,1.0,1.6,1.0,N,163,239,3,12.1,5.0,0.5,0.0,0.0,1.0,18.6,2.5,0.0
2,1675095344000000,1675097739000000,6.0,9.45,1.0,N,151,217,2,47.1,2.5,0.5,0.0,0.0,1.0,53.6,2.5,0.0
2,1675096964000000,1675097392000000,1.0,1.12,1.0,N,100,246,1,8.6,2.5,0.5,3.02,0.0,1.0,18.12,2.5,0.0
2,1675097999000000,1675098702000000,1.0,2.14,1.0,N,100,113,2,12.8,2.5,0.5,0.0,0.0,1.0,19.3,2.5,0.0
2,1675095851000000,1675096151000000,2.0,1.11,1.0,N,50,48,1,7.2,2.5,0.5,1.0,0.0,1.0,14.7,2.5,0.0
1,1675096496000000,1675098547000000,1.0,11.0,99.0,N,46,168,1,33.2,0.0,0.5,0.0,0.0,1.0,34.7,0.0,0.0
2,1675094513000000,1675095332000000,4.0,2.36,1.0,N,161,79,1,14.9,0.0,0.5,3.0,0.0,1.0,21.9,2.5,0.0
2,1675095583000000,1675096899000000,1.0,2.23,1.0,N,107,229,1,20.5,2.5,0.5,5.4,0.0,1.0,32.4,2.5,0.0
2,1675097744000000,1675097948000000,1.0,0.45,1.0,N,141,141,1,5.1,2.5,0.5,2.32,0.0,1.0,13.92,2.5,0.0
2,1675094735000000,1675096105000000,1.0,3.26,1.0,N,68,209,1,21.9,2.5,0.5,5.68,0.0,1.0,34.08,2.5,0.0
2,1675096875000000,1675097729000000,1.0,1.57,1.0,N,100,246,1,14.2,2.5,0.5,4.14,0.0,1.0,24.84,2.5,0.0
2,1675097849000000,1675098831000000,1.0,2.48,1.0,N,246,231,1,17.7,2.5,0.5,6.05,0.0,1.0,30.25,2.5,0.0
1,1675094824000000,1675095335000000,1.0,1.1,1.0,N,144,79,1,8.6,5.0,0.5,0.0,0.0,1.0,15.1,2.5,0.0
1,1675097397000000,1675097608000000,1.0,0.7,1.0,N,236,75,1,5.8,5.0,0.5,1.5,0.0,1.0,13.8,2.5,0.0
1,1675097919000000,1675098174000000,2.0,0.7,1.0,N,236,236,1,7.2,5.0,0.5,2.7,0.0,1.0,16.4,2.5,0.0
2,1675096885000000,1675097562000000,1.0,2.17,1.0,N,90,50,1,12.8,2.5,0.5,1.0,0.0,1.0,20.3,2.5,0.0
2,1675094742000000,1675095645000000,1.0,6.92,1.0,N,132,28,2,27.5,2.5,0.5,0.0,0.0,1.0,32.75,0.0,1.25
2,1675097617000000,1675099324000000,1.0,14.51,1.0,N,132,83,1,56.2,2.5,0.5,0.0,0.0,1.0,61.45,0.0,1.25
2,1675095545000000,1675096025000000,1.0,1.48,1.0,N,237,263,1,10.0,2.5,0.5,3.3,0.0,1.0,19.8,2.5,0.0
2,1675097465000000,1675098201000000,1.0,1.47,1.0,N,161,50,1,12.8,2.5,0.5,3.86,0.0,1.0,23.16,2.5,0.0
1,1675095311000000,1675097786000000,1.0,11.5,1.0,N,70,164,1,50.6,5.0,0.5,12.7,6.55,1.0,76.35,2.5,0.0
1,1675094610000000,1675096904000000,1.0,0.0,1.0,N,75,186,1,22.2,0.0,0.5,0.0,0.0,1.0,23.7,0.0,0.0
2,1675095555000000,1675096113000000,6.0,1.76,1.0,N,236,142,1,11.4,2.5,0.5,1.0,0.0,1.0,18.9,2.5,0.0
2,1675096534000000,1675096784000000,6.0,0.71,1.0,N,239,238,1,6.5,2.5,0.5,3.9,0.0,1.0,16.9,2.5,0.0
2,1675097093000000,1675097713000000,6.0,2.06,1.0,N,238,152,1,12.1,2.5,0.5,2.0,0.0,1.0,18.1,0.0,0.0
2,1675095036000000,1675096806000000,1.0,2.09,1.0,N,12,148,1,24.7,2.5,0.5,6.24,0.0,1.0,37.44,2.5,0.0
2,1675097081000000,1675097807000000,1.0,2.23,1.0,N,79,90,1,14.2,2.5,0.5,4.14,0.0,1.0,24.84,2.5,0.0
2,1675096170000000,1675097624000000,1.0,7.09,2.0,N,82,230,1,70.0,5.0,0.5,17.11,6.55,1.0,102.66,2.5,0.0
2,1675097872000000,1675098165000000,1.0,0.55,1.0,N,230,230,4,-6.5,-2.5,-0.5,0.0,0.0,-1.0,-13.0,-2.5,0.0
2,1675097872000000,1675098165000000,1.0,0.55,1.0,N,230,230,4,6.5,2.5,0.5,0.0,0.0,1.0,13.0,2.5,0.0
2,1675094574000000,1675094921000000,1.0,0.86,1.0,N,230,163,1,7.2,2.5,0.5,2.74,0.0,1.0,16.44,2.5,0.0
2,1675095888000000,1675099016000000,2.0,16.1,2.0,N,161,132,1,70.0,5.0,0.5,17.11,6.55,1.0,102.66,2.5,0.0
2,1675095557000000,1675096159000000,1.0,1.43,1.0,N,234,246,1,11.4,2.5,0.5,1.0,0.0,1.0,18.9,2.5,0.0
2,1675095785000000,1675098104000000,2.0,18.3,2.0,N,132,164,1,70.0,5.0,0.5,17.11,6.55,1.0,103.91,2.5,1.25
1,1675094890000000,1675097046000000,1.0,17.5,2.0,N,132,164,1,70.0,8.75,0.5,10.0,6.55,1.0,96.8,2.5,1.25
2,1675094801000000,1675095075000000,4.0,3.89,2.0,N,216,132,1,70.0,5.0,0.5,15.3,0.0,1.0,91.8,0.0,0.0
2,1675094490000000,1675095143000000,1.0,1.88,1.0,N,229,107,1,12.1,0.0,0.5,3.22,0.0,1.0,19.32,2.5,0.0
2,1675096404000000,1675096797000000,1.0,0.33,1.0,N,162,229,1,7.2,2.5,0.5,4.0,0.0,1.0,17.7,2.5,0.0
2,1675095629000000,1675095911000000,1.0,0.81,1.0,N,236,75,1,6.5,2.5,0.5,2.6,0.0,1.0,15.6,2.5,0.0
2,1675096008000000,1675096368000000,1.0,1.01,1.0,N,75,43,1,7.9,2.5,0.5,2.0,0.0,1.0,16.4,2.5,0.0
2,1675098062000000,1675098699000000,1.0,1.55,1.0,N,237,236,1,12.1,2.5,0.5,2.79,0.0,1.0,21.39,2.5,0.0
1,1675095795000000,1675096320000000,1.0,1.5,1.0,N,234,233,1,10.0,5.0,0.5,1.65,0.0,1.0,18.15,2.5,0.0
2,1675096056000000,1675096794000000,1.0,1.49,1.0,N,239,143,1,12.8,2.5,0.5,1.35,0.0,1.0,20.65,2.5,0.0
2,1675094846000000,1675096321000000,1.0,3.96,1.0,N,237,79,1,24.0,2.5,0.5,6.1,0.0,1.0,36.6,2.5,0.0
2,1675096605000000,1675097087000000,1.0,0.69,1.0,N,107,234,1,8.6,2.5,0.5,3.02,0.0,1.0,18.12,2.5,0.0
2,1675097710000000,1675097991000000,1.0,0.86,1.0,N,90,68,1,6.5,2.5,0.5,1.3,0.0,1.0,14.3,2.5,0.0
2,1675095719000000,1675095864000000,1.0,0.44,1.0,N,163,230,1,5.1,2.5,0.5,2.32,0.0,1.0,13.92,2.5,0.0
2,1675095922000000,1675096466000000,1.0,2.01,1.0,N,161,234,1,12.1,2.5,0.5,3.72,0.0,1.0,22.32,2.5,0.0
2,1675095697000000,1675097587000000,1.0,4.94,1.0,N,79,239,1,30.3,2.5,0.5,7.36,0.0,1.0,44.16,2.5,0.0
2,1675097688000000,1675098566000000,1.0,2.01,1.0,N,239,141,1,14.9,2.5,0.5,4.28,0.0,1.0,25.68,2.5,0.0
2,1675096204000000,1675096545000000,1.0,1.17,1.0,N,163,236,1,7.9,2.5,0.5,2.88,0.0,1.0,17.28,2.5,0.0
2,1675096725000000,1675097513000000,2.0,2.13,1.0,N,236,161,1,14.2,2.5,0.5,4.14,0.0,1.0,24.84,2.5,0.0
2,1675097769000000,1675098552000000,1.0,2.71,1.0,N,161,114,1,15.6,2.5,0.5,4.42,0.0,1.0,26.52,2.5,0.0
1,1675095898000000,1675096144000000,1.0,0.7,1.0,N,234,113,1,5.8,5.0,0.5,2.45,0.0,1.0,14.75,2.5,0.0
2,1675097268000000,1675098736000000,1.0,2.35,1.0,N,162,263,1,21.9,2.5,0.5,7.1,0.0,1.0,35.5,2.5,0.0
1,1675097251000000,1675097584000000,1.0,0.6,1.0,N,90,234,1,7.2,5.0,0.5,2.7,0.0,1.0,16.4,2.5,0.0
2,1675096983000000,1675097314000000,1.0,0.7,1.0,N,164,48,2,7.2,2.5,0.5,0.0,0.0,1.0,13.7,2.5,0.0
2,1675097489000000,1675098229000000,2.0,1.49,1.0,N,230,229,1,12.1,2.5,0.5,3.72,0.0,1.0,22.32,2.5,0.0
2,1675097886000000,1675099947000000,1.0,16.59,2.0,N,132,170,1,70.0,5.0,0.5,17.11,6.55,1.0,103.91,2.5,1.25
2,1675097766000000,1675100135000000,1.0,10.0,1.0,N,138,65,1,47.1,7.5,0.5,11.22,0.0,1.0,68.57,0.0,1.25
2,1675096090000000,1675097223000000,1.0,6.23,1.0,N,132,197,1,27.5,2.5,0.5,3.0,0.0,1.0,35.75,0.0,1.25
2,1675094585000000,1675095291000000,1.0,1.48,1.0,N,229,263,1,12.1,2.5,0.5,2.79,0.0,1.0,21.39,2.5,0.0
2,1675097720000000,1675098550000000,2.0,3.88,1.0,N,43,166,2,18.4,2.5,0.5,0.0,0.0,1.0,24.9,2.5,0.0
2,1675094772000000,1675095408000000,1.0,1.7,1.0,N,68,170,1,12.1,2.5,0.5,5.58,0.0,1.0,24.18,2.5,0.0
2,1675098036000000,1675098181000000,1.0,0.94,1.0,N,246,48,2,5.8,2.5,0.5,0.0,0.0,1.0,12.3,2.5,0.0
2,1675095082000000,1675097397000000,1.0,10.13,1.0,N,264,239,1,46.4,5.0,0.5,12.39,6.55,1.0,75.59,2.5,1.25
2,1675097474000000,1675097755000000,1.0,0.76,1.0,N,239,142,2,6.5,2.5,0.5,0.0,0.0,1.0,13.0,2.5,0.0
2,1675097594000000,1675098166000000,1.0,1.05,1.0,N,161,100,1,10.0,2.5,0.5,3.3,0.0,1.0,19.8,2.5,0.0
2,1675095003000000,1675095762000000,1.0,1.32,1.0,N,162,229,1,12.1,2.5,0.5,4.65,0.0,1.0,23.25,2.5,0.0
2,1675097114000000,1675098272000000,1.0,2.01,1.0,N,161,107,1,17.0,2.5,0.5,2.0,0.0,1.0,25.5,2.5,0.0
2,1675096550000000,1675097256000000,1.0,2.49,1.0,N,88,158,1,14.9,2.5,0.5,4.28,0.0,1.0,25.68,2.5,0.0
2,1675097513000000,1675097833000000,1.0,0.82,1.0,N,90,246,1,7.2,2.5,0.5,1.3,0.0,1.0,15.0,2.5,0.0
2,1675096698000000,1675098078000000,1.0,2.63,1.0,N,162,263,2,21.2,2.5,0.5,0.0,0.0,1.0,27.7,2.5,0.0
2,1675094751000000,1675095099000000,1.0,1.02,1.0,N,263,262,1,7.9,2.5,0.5,1.0,0.0,1.0,15.4,2.5,0.0
2,1675094781000000,1675096257000000,3.0,4.83,1.0,N,231,230,1,26.8,2.5,0.5,6.66,0.0,1.0,39.96,2.5,0.0
2,1675095194000000,1675095200000000,1.0,0.0,5.0,N,140,140,1,18.4,0.0,0.0,0.0,0.0,1.0,21.9,2.5,0.0
1,1675096819000000,1675097479000000,1.0,0.9,1.0,N,236,140,2,10.7,5.0,0.5,0.0,0.0,1.0,17.2,2.5,0.0
1,1675097588000000,1675098173000000,1.0,1.7,1.0,N,140,141,1,11.4,5.0,0.5,4.45,0.0,1.0,22.35,2.5,0.0
1,1675095804000000,1675097739000000,1.0,0.0,99.0,N,233,196,1,28.0,0.0,0.5,0.0,6.55,1.0,36.05,0.0,0.0
2,1675095147000000,1675096111000000,2.0,1.09,1.0,N,141,229,1,14.9,2.5,0.5,3.21,0.0,1.0,24.61,2.5,0.0
2,1675097854000000,1675098325000000,1.0,1.19,1.0,N,141,263,1,9.3,2.5,0.5,3.16,0.0,1.0,18.96,2.5,0.0
2,1675095063000000,1675095859000000,1.0,2.15,1.0,N,238,48,1,14.9,2.5,0.5,1.0,0.0,1.0,22.4,2.5,0.0
1,1675095958000000,1675097023000000,1.0,2.6,1.0,N,107,141,2,17.7,5.0,0.5,0.0,0.0,1.0,24.2,2.5,0.0
1,1675097970000000,1675098529000000,1.0,1.7,1.0,N,162,236,1,12.1,5.0,0.5,1.86,0.0,1.0,20.46,2.5,0.0
1,1675095625000000,1675096446000000,1.0,2.8,1.0,N,68,143,1,12.8,5.0,0.5,4.83,0.0,1.0,24.13,2.5,0.0
1,1675096540000000,1675096833000000,1.0,0.8,1.0,N,143,239,1,5.8,5.0,0.5,0.0,0.0,1.0,12.3,2.5,0.0
1,1675097114000000,1675097694000000,1.0,1.1,1.0,N,239,143,1,6.5,5.0,0.5,2.0,0.0,1.0,15.0,2.5,0.0
1,1675097698000000,1675100240000000,1.0,18.1,2.0,N,132,161,1,70.0,8.75,0.5,10.0,6.55,1.0,96.8,2.5,1.25
2,1675096966000000,1675098038000000,1.0,2.73,1.0,N,161,43,1,18.4,2.5,0.5,6.22,0.0,1.0,31.12,2.5,0.0
2,1675094468000000,1675095239000000,1.0,1.32,1.0,N,162,48,1,12.8,2.5,0.5,3.86,0.0,1.0,23.16,2.5,0.0
2,1675096317000000,1675097064000000,1.0,1.58,1.0,N,163,186,1,12.1,2.5,0.5,3.72,0.0,1.0,22.32,2.5,0.0
2,1675096718000000,1675099216000000,2.0,18.49,2.0,N,264,236,1,70.0,5.0,0.5,13.8,6.55,1.0,100.6,2.5,1.25
2,1675096247000000,1675098528000000,1.0,7.08,1.0,N,261,141,1,41.5,0.0,0.5,9.1,0.0,1.0,54.6,2.5,0.0
2,1675095407000000,1675095635000000,1.0,0.7,1.0,N,231,13,1,5.8,2.5,0.5,2.46,0.0,1.0,14.76,2.5,0.0
2,1675095020000000,1675095638000000,1.0,1.81,1.0,N,237,236,2,12.1,2.5,0.5,0.0,0.0,1.0,18.6,2.5,0.0
2,1675096699000000,1675097142000000,1.0,0.75,1.0,N,237,162,1,7.9,2.5,0.5,2.88,0.0,1.0,17.28,2.5,0.0
2,1675097213000000,1675097750000000,1.0,1.49,1.0,N,162,164,1,10.7,2.5,0.5,3.44,0.0,1.0,20.64,2.5,0.0
2,1675095201000000,1675095571000000,1.0,0.82,1.0,N,237,163,1,7.9,2.5,0.5,2.88,0.0,1.0,17.28,2.5,0.0
2,1675095324000000,1675096176000000,2.0,1.96,1.0,N,163,234,1,14.9,2.5,0.5,5.0,0.0,1.0,26.4,2.5,0.0
2,1675097071000000,1675097760000000,1.0,1.75,1.0,N,161,234,1,12.8,2.5,0.5,3.86,0.0,1.0,23.16,2.5,0.0
1,1675094525000000,1675095055000000,0.0,1.2,1.0,N,163,236,1,8.6,5.0,0.5,3.02,0.0,1.0,18.12,2.5,0.0
1,1675095378000000,1675096008000000,0.0,1.3,1.0,N,43,161,1,10.0,5.0,0.5,2.0,0.0,1.0,18.5,2.5,0.0
1,1675096581000000,1675096832000000,0.0,0.6,1.0,N,163,161,1,5.8,5.0,0.5,2.45,0.0,1.0,14.75,2.5,0.0
2,1675098030000000,1675098454000000,1.0,1.77,1.0,N,231,90,1,10.0,2.5,0.5,3.3,0.0,1.0,19.8,2.5,0.0
2,1675097895000000,1675098388000000,1.0,0.87,1.0,N,230,68,1,9.3,2.5,0.5,3.16,0.0,1.0,18.96,2.5,0.0
2,1675095057000000,1675095591000000,2.0,2.14,1.0,N,246,142,1,12.1,2.5,0.5,2.79,0.0,1.0,21.39,2.5,0.0
2,1675095954000000,1675096893000000,2.0,3.3,1.0,N,48,231,1,19.1,2.5,0.5,5.12,0.0,1.0,30.72,2.5,0.0
2,1675097156000000,1675097901000000,2.0,1.09,1.0,N,231,45,1,11.4,2.5,0.5,3.58,0.0,1.0,21.48,2.5,0.0
2,1675095955000000,1675096349000000,1.0,0.95,1.0,N,113,107,1,7.9,2.5,0.5,2.88,0.0,1.0,17.28,2.5,0.0
2,1675096104000000,1675099035000000,1.0,15.78,2.0,N,170,132,1,70.0,5.0,0.5,17.11,6.55,1.0,102.66,2.5,0.0
2,1675095420000000,1675095713000000,1.0,0.86,1.0,N,143,142,1,7.2,2.5,0.5,3.15,0.0,1.0,16.85,2.5,0.0
2,1675096226000000,1675096605000000,1.0,0.8,1.0,N,230,161,1,7.9,2.5,0.5,2.88,0.0,1.0,17.28,2.5,0.0
2,1675097582000000,1675097952000000,1.0,1.16,1.0,N,237,75,1,8.6,2.5,0.5,3.02,0.0,1.0,18.12,2.5,0.0
1,1675094512000000,1675095366000000,1.0,3.3,1.0,N,13,68,1,18.4,5.0,0.5,4.95,0.0,1.0,29.85,2.5,0.0
1,1675095864000000,1675097287000000,4.0,5.0,1.0,N,230,231,1,26.8,5.0,0.5,5.0,0.0,1.0,38.3,2.5,0.0
1,1675097636000000,1675098069000000,1.0,1.4,1.0,N,261,144,1,9.3,5.0,0.5,4.7,0.0,1.0,20.5,2.5,0.0
2,1675095649000000,1675096217000000,1.0,1.59,1.0,N,230,68,2,10.7,2.5,0.5,0.0,0.0,1.0,17.2,2.5,0.0
2,1675097023000000,1675097248000000,1.0,0.68,1.0,N,230,50,1,5.8,2.5,0.5,1.23,0.0,1.0,13.53,2.5,0.0
2,1675097781000000,1675098428000000,1.0,1.84,1.0,N,68,163,1,12.8,2.5,0.5,3.86,0.0,1.0,23.16,2.5,0.0
1,1675094863000000,1675095448000000,1.0,1.9,1.0,N,211,186,1,12.1,5.0,0.5,3.72,0.0,1.0,22.32,2.5,0.0
2,1675096302000000,1675096495000000,1.0,0.34,1.0,N,164,234,1,5.1,2.5,0.5,1.16,0.0,1.0,12.76,2.5,0.0
2,1675097742000000,1675098110000000,1.0,0.95,1.0,N,79,79,2,7.9,2.5,0.5,0.0,0.0,1.0,14.4,2.5,0.0
2,1675095364000000,1675095449000000,1.0,0.49,1.0,N,90,90,2,4.4,2.5,0.5,0.0,0.0,1.0,10.9,2.5,0.0
2,1675095953000000,1675096340000000,1.0,1.18,1.0,N,249,107,2,8.6,2.5,0.5,0.0,0.0,1.0,15.1,2.5,0.0
2,1675096483000000,1675096909000000,1.0,0.83,1.0,N,107,170,1,8.6,2.5,0.5,3.02,0.0,1.0,18.12,2.5,0.0
2,1675097433000000,1675097712000000,1.0,1.06,1.0,N,170,234,1,7.2,2.5,0.5,2.74,0.0,1.0,16.44,2.5,0.0
2,1675097892000000,1675098653000000,1.0,1.92,1.0,N,113,161,1,13.5,2.5,0.5,4.0,0.0,1.0,24.0,2.5,0.0
2,1675094754000000,1675095985000000,1.0,3.27,1.0,N,43,164,1,20.5,2.5,0.5,5.4,0.0,1.0,32.4,2.5,0.0
2,1675096762000000,1675098827000000,2.0,5.16,1.0,N,158,137,1,31.7,2.5,0.5,7.64,0.0,1.0,45.84,2.5,0.0
2,1675097962000000,1675100252000000,1.0,18.08,2.0,N,264,90,1,70.0,5.0,0.5,17.11,6.55,1.0,102.66,2.5,0.0
2,1675094641000000,1675096105000000,1.0,3.81,1.0,N,163,231,1,23.3,2.5,0.5,5.96,0.0,1.0,35.76,2.5,0.0
2,1675097426000000,1675098065000000,1.0,2.24,1.0,N,230,238,1,13.5,2.5,0.5,1.5,0.0,1.0,21.5,2.5,0.0
1,1675097337000000,1675099110000000,1.0,4.0,1.0,N,246,148,1,27.5,5.0,0.5,6.0,0.0,1.0,40.0,2.5,0.0
2,1675094760000000,1675095500000000,1.0,1.84,1.0,N,238,141,2,13.5,2.5,0.5,0.0,0.0,1.0,20.0,2.5,0.0
2,1675097039000000,1675097731000000,1.0,2.13,1.0,N,237,143,1,13.5,2.5,0.5,4.0,0.0,1.0,24.0,2.5,0.0
2,1675097999000000,1675098247000000,1.0,0.9,1.0,N,143,142,1,6.5,2.5,0.5,3.9,0.0,1.0,16.9,2.5,0.0
2,1675094952000000,1675095759000000,1.0,1.92,1.0,N,113,170,2,14.2,2.5,0.5,0.0,0.0,1.0,20.7,2.5,0.0
2,1675097397000000,1675099161000000,2.0,10.22,1.0,N,230,138,1,43.6,7.5,0.5,8.0,6.55,1.0,69.65,2.5,0.0
2,1675095288000000,1675095711000000,1.0,0.97,1.0,N,264,264,2,8.6,2.5,0.5,0.0,0.0,1.0,15.1,2.5,0.0
2,1675096198000000,1675097362000000,1.0,2.99,1.0,N,264,264,1,19.8,2.5,0.5,1.0,0.0,1.0,27.3,2.5,0.0
2,1675097706000000,1675098658000000,1.0,2.91,1.0,N,264,264,1,17.0,2.5,0.5,4.7,0.0,1.0,28.2,2.5,0.0
1,1675097691000000,1675099837000000,2.0,19.7,2.0,N,132,236,1,70.0,6.25,0.5,16.85,6.55,1.0,101.15,0.0,1.25
2,1675095924000000,1675097639000000,1.0,7.78,1.0,N,13,178,1,35.9,2.5,0.5,5.0,6.55,1.0,53.95,2.5,0.0
2,1675095875000000,1675096969000000,1.0,2.04,1.0,N,230,141,1,17.0,2.5,0.5,5.88,0.0,1.0,29.38,2.5,0.0
2,1675094691000000,1675097492000000,1.0,17.99,1.0,N,132,11,2,75.1,2.5,0.5,0.0,0.0,1.0,80.35,0.0,1.25
2,1675097470000000,1675097476000000,1.0,0.0,5.0,N,132,132,1,80.55,0.0,0.0,0.0,0.0,1.0,82.8,0.0,1.25
2,1675095664000000,1675096215000000,1.0,0.76,1.0,N,264,264,2,6.5,2.5,0.5,0.0,0.0,1.0,13.0,2.5,0.0
2,1675096235000000,1675096413000000,1.0,0.54,1.0,N,224,137,4,-5.1,-2.5,-0.5,0.0,0.0,-1.0,-11.6,-2.5,0.0
2,1675096235000000,1675096413000000,1.0,0.54,1.0,N,224,107,4,5.1,2.5,0.5,0.0,0.0,1.0,11.6,2.5,0.0
2,1675097972000000,1675098118000000,1.0,0.43,1.0,N,249,249,1,5.1,2.5,0.5,1.74,0.0,1.0,13.34,2.5,0.0
2,1675097566000000,1675098281000000,1.0,1.92,1.0,N,239,236,1,12.8,2.5,0.5,3.86,0.0,1.0,23.16,2.5,0.0
2,1675096539000000,1675097511000000,1.0,2.95,1.0,N,234,236,1,18.4,2.5,0.5,4.98,0.0,1.0,29.88,2.5,0.0
2,1675097757000000,1675098518000000,1.0,1.67,1.0,N,236,229,1,13.5,2.5,0.5,2.0,0.0,1.0,22.0,2.5,0.0
2,1675095764000000,1675098140000000,1.0,3.33,1.0,N,68,229,1,33.8,2.5,0.5,4.03,0.0,1.0,44.33,2.5,0.0
1,1675097830000000,1675098214000000,2.0,1.3,1.0,N,142,237,1,8.6,2.5,0.5,2.52,0.0,1.0,15.12,2.5,0.0
